;claim;entity;evidence;label
3096;I 2014 grundlagde Dansk Industri og CO-Industri en organisation med fokus på EU.;['Tænketanken_Europa', 'tænketank'];"['Tænketanken Europa er en dansk tænketank med fokus på EU. Den blev grundlagt i 2014 af CO-industri og Dansk Industri. Siden december 2019 har Lykke Friis været direktør for tænketanken. Hun afløste Bjarke Møller, der havde været direktør fra 1. februar 2014 og frem til 24. juni 2019.', 'En tænketank (på engelsk også kendt under den mere officielle betegnelse ""policy institute"") er en gruppe eller organisation, der giver råd og bringer nye ideer på banen inden for et bestemt område, ofte inden for kategorierne samfundsforhold, politik, erhvervsliv, teknologi eller sikkerhedspolitik. Men en tænketank kan i princippet beskæftige sig med ethvert tænkeligt område. En tænketank kan være knyttet til politiske partier, erhvervsorganisationer, universiteter, militære organisationer eller andre institutioner. Den kan også være finansieret gennem sponsorater fra virksomheder, privatpersoner, fonde, gennem konsulentvirksomhed m.v. Dermed kan tænketanke også både fungere i privat og offentligt regi. Begrebet er i det hele taget lidt flydende, da enhver organisation jo kan benævne sig selv en tænketank. Normalt henviser begrebet til organisationer, som beskæftiger teoretikere og akademikere, der producerer anvendte analyser og giver politiske råd. Lejlighedsvis bedriver større tænketanke egentlig forskning.']";Supported
3095;Chéri har en amerikansk skuespiller i en hovedrolle.;['Chéri', 'Michelle_Pfeiffer'];"['Chéri er en fransk/britisk/tysk drama film fra 2009, der er instrueret af Stephen Frears. Den har Michelle Pfeiffer og Rupert Friend i hovedrollerne, der er baseret på en roman af den franske forfatter Colette. Filmen havde præmiere i 2009 til Den internationale filmfestival i Berlin.', 'Michelle Maria Pfeiffer (født 29. april 1958) er en amerikansk skuespiller, der er kendt fra film som ""De fabelagtige Baker Boys"", ""Scarface"", ""A Thousand Acres"" og ""Batman vender tilbage."" Hun har været nomineret til Oscar og Golden Globe-priserne flere gange og vundet Golden Globe for bedste skuespillerinde - drama for sin rolle i ""De fabelagtige Baker Boys"".']";Supported
579;Valenciennes ligger mindre end 100km fra Bruxelles.;['Valenciennes'];['Valenciennes (nederlandsk Valencijn) er en by i det nordøstlige Frankrig i Region Hauts-de-France, omkring 80 kilometer sydvest for Bruxelles.'];Supported
3093;Chéri, som er baseret på en prosafortælling, har Michelle Pfeiffer og Rupert Friend i hovedrollerne.;['Chéri', 'roman'];['Chéri er en fransk/britisk/tysk drama film fra 2009, der er instrueret af Stephen Frears. Den har Michelle Pfeiffer og Rupert Friend i hovedrollerne, der er baseret på en roman af den franske forfatter Colette. Filmen havde præmiere i 2009 til Den internationale filmfestival i Berlin.', 'En roman er en længere opdigtet prosafortælling, som udgives som en selvstændig bog. En roman kan også være en føljeton i en avis eller et tidsskrift. Denne romanform var almindelig i Frankrig og Storbritannien i 1800-tallet og fx udgav Alexandre Dumas og Charles Dickens de fleste af deres romaner som føljetoner. Der findes også romaner, som er publiceret i elektronisk form på internet.'];Supported
580;Slaget mellem Olav Haraldsson og Svein Håkonsson (og de allierede norske stormænd) hed Slaget ved Nesjar.;['Slaget_ved_Nesjar'];['Slaget ved Nesjar var et slag mellem Olav Haraldsson (Olav den Hellige) - og allierede norske stormænd under ledelse af jarlen Svein Håkonsson (Svend jarl og Einar Tambeskælver).'];Supported
3091;I 2014 grundlagde to organisationer en tænketank med fokus på EU.;['Tænketanken_Europa', 'CO-industri', 'DI_-_Dansk_Industri'];"['Tænketanken Europa er en dansk tænketank med fokus på EU. Den blev grundlagt i 2014 af CO-industri og Dansk Industri. Siden december 2019 har Lykke Friis været direktør for tænketanken. Hun afløste Bjarke Møller, der havde været direktør fra 1. februar 2014 og frem til 24. juni 2019.', 'CO-industri er Centralorganisationen af industriansatte i Danmark og er et mellem ni fagforbund. De største er 3F og Dansk Metal. Organisationen blev dannet af fire faglærte forbund i 1912 som CO-Metal. Det blev i forbindelse med en omstrukturering i 1992 til det nuværende CO-industri.', ""DI – Dansk Industri (DI) er Danmarks største erhvervsorganisation og arbejdsgiverforening. DI har omkring 11.000 medlemsvirksomheder, som beskæftiger 440.000 medarbejdere i Danmark og udbetaler 210 milliarder kroner i løn hvert år. Udover traditionelle industrivirksomheder har DI også medlemmer indenfor en række serviceerhverv i bred forstand - DI's medlemsvirksomheder fremstiller, distribuerer og handler med varer, service og rådgivning og er alle i stærk international konkurrence. DI er medlem af Dansk Arbejdsgiverforening.""]";Supported
63;Gælisk fodbold spilles i Irland.;['Gælisk_fodbold'];['Gælisk fodbold (engelsk: Gaelic football) er en form for fodbold, spillet hovedsagelig i Irland.'];Supported
3089;I 2014 grundlagde Dansk Industri og CO-Industri en tænketank med fokus på den europæiske union.;['Tænketanken_Europa', 'Den_Europæiske_Union'];"['Tænketanken Europa er en dansk tænketank med fokus på EU. Den blev grundlagt i 2014 af CO-industri og Dansk Industri. Siden december 2019 har Lykke Friis været direktør for tænketanken. Hun afløste Bjarke Møller, der havde været direktør fra 1. februar 2014 og frem til 24. juni 2019.', 'Den Europæiske Union (EU) er en økonomisk og politisk union mellem 27 europæiske stater med mere end 450 millioner indbyggere, i 2010 genererede EU, hvad der anslås at være 26% (""USD"" 16.282 milliarder) af den globale økonomi, eller 20% (""USD"" 15.170 milliarder) når man justerer for købekraftsparitet.']";Supported
3088;En fransk film fra 2009 har Michelle Pfeiffer og Rupert Friend i hovedrollerne.;['Chéri'];['Chéri er en fransk/britisk/tysk drama film fra 2009, der er instrueret af Stephen Frears. Den har Michelle Pfeiffer og Rupert Friend i hovedrollerne, der er baseret på en roman af den franske forfatter Colette. Filmen havde præmiere i 2009 til Den internationale filmfestival i Berlin.'];Supported
3186;Emil Christian Hansen var en dansk ekspert i gæringsfysiologi i forbindelse bryggeprocesser.;['Emil_Christian_Hansen'];['Emil Christian Hansen (8. maj 1842 i Ribe – 27. august 1909 i Hornbæk) var en dansk ekspert i gæringsfysiologi i forbindelse med ølbrygning, især gæreprocessen.'];Supported
3087;Den norske gangsterkomedie Tomme Tønner havde premiere i 2010.;['Tomme_Tønner'];['Tomme Tønner er en norsk gangsterkomedie af Leon Bashir og Sebastian Dalén. Filmen havde premiere i Norge 8. januar 2010.'];Supported
3086;En forfatningsændring i 2005 tillod Idriss Déby at stille til genvalg i en tredje periode.;['Tchads_regering'];"['Tchads regering er blevet styret af Idriss Déby og hans ""Mouvement patriotique du Salut"" siden 2. december 1990, og officielt siden 28. februar 1991. En forfatningsændring af Tchads konstitution, i 2005, tillod Déby at stille til genvalg i en tredje periode.']";Supported
3085;En forfatningsændring i 2005 tillod Tchads regeringschef Idriss Déby at stille til genvalg i en tredje periode.;['Tchads_regering'];"['Tchads regering er blevet styret af Idriss Déby og hans ""Mouvement patriotique du Salut"" siden 2. december 1990, og officielt siden 28. februar 1991. En forfatningsændring af Tchads konstitution, i 2005, tillod Déby at stille til genvalg i en tredje periode.']";Supported
3084;Steen Gottlieb begyndte at skyde med pil som 3-årig i Broager Bueskytter.;['Steen_Gottlieb', 'Bue_(våben)'];['Steen Gottlieb (født 1987) er en dansk bueskytte, som begyndte at skyde med bue som 3-årig i Broager Bueskytter.', 'En bue er et skydevåben, hvormed der kan affyres pile. Våbnet har været kendt siden oldtiden og er kendt i langt de fleste kulturer. Bueskydning er kunsten at skyde med bue og færdigheder i at anvende den.'];Supported
3083;Chéri har Michelle Pfeiffer og Rupert Friend i hovedrollerne.;['Chéri'];['Chéri er en fransk/britisk/tysk drama film fra 2009, der er instrueret af Stephen Frears. Den har Michelle Pfeiffer og Rupert Friend i hovedrollerne, der er baseret på en roman af den franske forfatter Colette. Filmen havde præmiere i 2009 til Den internationale filmfestival i Berlin.'];Supported
582;Montmartre blev instrueret af Frederik Skov i 2011.;['Montmartre_(dokumentarfilm)'];['Montmartre er en dansk dokumentarfilm fra 2011 instrueret af Frederik With-Seidelin Skov.'];Supported
3080;Steen Gottlieb begyndte at skyde med skydevåben som 3-årig i Broager Bueskytter.;['Steen_Gottlieb', 'Bue_(våben)'];['Steen Gottlieb (født 1987) er en dansk bueskytte, som begyndte at skyde med bue som 3-årig i Broager Bueskytter.', 'En bue er et skydevåben, hvormed der kan affyres pile. Våbnet har været kendt siden oldtiden og er kendt i langt de fleste kulturer. Bueskydning er kunsten at skyde med bue og færdigheder i at anvende den.'];Supported
419;Nissernes Ø var en Nissebanden julekalender, som blev sendt i 2003.;['Nissernes_Ø'];['Nissernes Ø er den 3. tv-julekalender i serien om Nissebanden, der blev sendt på DR første gang i 2003 og genudsendt i 2008 og 2017.'];Supported
3078;Som udgangspunkt for skiture betjenes Stryken station kun af enkelte afgange i vinterhalvåret.;['Stryken_Station'];"['Stryken station (""Stryken stasjon"") er en jernbanestation på Gjøvikbanen, der ligger i Lunner i Oppland fylke i Norge. Stationen, der består af to spor med en perron og læskur, betjenes kun af enkelte afgange i vinterhalvåret. Her udmærker den sig som udgangspunkt for skiture i Nordmarka. Nord for stationen står i øvrigt det eneste tilbageværende vandtårn på Gjøvikbanen.']";Supported
3077;Shenandoahfloden dannes ved sammenløbet af to floder.;['Shenandoahfloden'];"['Shenandoahfloden er en af Potomacflodens bifloder. Den ligger i det østlige USA i staterne Virginia og West Virginia. Floden løber gennem Shenandoah Dalen, og dannes ved sammenløbet af to mindre floder, ""South Fork of the Shenandoah River"" og ""North Fork of the Shenandoah River"", i daglig tale bare South Fork og North Fork) ved byen Front Royal i Virginia. Floden er ca. 240 km lang. Dens navn kommer af et indiansk udtryk, der betyder """"Stjernernes Datter"""".']";Supported
3098;I 2014 grundlagde Dansk Industri og CO-Industri en tænketank med fokus på EU.;['Tænketanken_Europa'];['Tænketanken Europa er en dansk tænketank med fokus på EU. Den blev grundlagt i 2014 af CO-industri og Dansk Industri. Siden december 2019 har Lykke Friis været direktør for tænketanken. Hun afløste Bjarke Møller, der havde været direktør fra 1. februar 2014 og frem til 24. juni 2019.'];Supported
578;The Young Victoria er produceret af Martin Scorsese.;['The_Young_Victoria'];['The Young Victoria er en britisk, historisk dramafilm fra 2009, instrueret Jean-Marc Vallée og produceret af Martin Scorsese.'];Supported
3100;Bueskytten Steen Gottlieb begyndte at skyde med bue som 3-årig.;['Steen_Gottlieb'];['Steen Gottlieb (født 1987) er en dansk bueskytte, som begyndte at skyde med bue som 3-årig i Broager Bueskytter.'];Supported
3101;I 2014 grundlagde Dansk Industri og CO-Industri en rådgivningsorganisation med fokus på EU.;['Tænketanken_Europa', 'tænketank'];"['Tænketanken Europa er en dansk tænketank med fokus på EU. Den blev grundlagt i 2014 af CO-industri og Dansk Industri. Siden december 2019 har Lykke Friis været direktør for tænketanken. Hun afløste Bjarke Møller, der havde været direktør fra 1. februar 2014 og frem til 24. juni 2019.', 'En tænketank (på engelsk også kendt under den mere officielle betegnelse ""policy institute"") er en gruppe eller organisation, der giver råd og bringer nye ideer på banen inden for et bestemt område, ofte inden for kategorierne samfundsforhold, politik, erhvervsliv, teknologi eller sikkerhedspolitik. Men en tænketank kan i princippet beskæftige sig med ethvert tænkeligt område. En tænketank kan være knyttet til politiske partier, erhvervsorganisationer, universiteter, militære organisationer eller andre institutioner. Den kan også være finansieret gennem sponsorater fra virksomheder, privatpersoner, fonde, gennem konsulentvirksomhed m.v. Dermed kan tænketanke også både fungere i privat og offentligt regi. Begrebet er i det hele taget lidt flydende, da enhver organisation jo kan benævne sig selv en tænketank. Normalt henviser begrebet til organisationer, som beskæftiger teoretikere og akademikere, der producerer anvendte analyser og giver politiske råd. Lejlighedsvis bedriver større tænketanke egentlig forskning.']";Supported
571;Reno er den tredjestørste by i Nevada.;['Reno_(Nevada)'];['Reno er en by i Nevada, (USA)med  indbyggere og er dermed den tredjestørste i staten efter Las Vegas og Henderson.'];Supported
543;Filip Vujanovic var præsident i Montenegro.;['Filip_Vujanović', 'Serbien_og_Montenegro'];"['Filip Vujanovic (Montenegrisk kyrillisk: Филип Вујановић, født 1. september 1954) var præsident i Montenegro fra 2003 til 2018.', 'Serbien og Montenegro (""Србија и Црна Гора / Srbija i Crna Gora"") var ind til 3. juni 2006 et land i den sydøstlige del af Europa på Balkan-halvøen. Forbundsstaten Serbien og Montenegro bestod af delrepublikkerne Serbien og Montenegro samt de autonome provinser Vojvodina og Kosovo og Metohija, og landet grænsede til Ungarn, Kroatien samt Bosnien-Hercegovina mod vest, Rumænien og Bulgarien mod øst og mod Albanien og Makedonien mod syd.']";Supported
3181;Spillere for Maltas internationalehold bliver udvalgt fra landets fire håndboldhold.;['Maltas_håndboldlandshold_(herrer)', 'landshold'];['Maltas håndboldlandshold for mænd er det mandlige landshold i håndbold for Malta. Det repræsenterer landet i internationale håndboldturneringer. De reguleres af Maltas håndboldforbund. Landsholdets, spillere bliver udvalgt fra landets fire håndboldhold.', 'Landshold er et nationalt hold i en sportsgren ved fx de Olympiske lege, Europamesterskaber eller Verdensmesterskaber.'];Supported
3117;"Associate Producer Grant Rodiek har bogen ""Punkt Farmer: Historien om Grant Rodiek"" i The Sims opkaldt efter ham.";['Grant_Rodiek'];"['Grant Rodiek er en Associate Producer på Electronic Arts. Han har arbejdet på Electronic Arts og holdt hans nuværende stilling siden 2005. Han fokuser primært på gameplayproduktion og skriftligt. Han har en bog i The Sims 3 er opkaldt efter ham, ""Punkt Farmer: Historien om Grant Rodiek"" og hans Sims Kim Kent , Liam O\'Dourke og Piper Hipp blev præsenteret i en preview video.']";Supported
3182;Spillere for Maltas håndboldlandshold bliver udvalgt fra landets håndboldhold.;['Maltas_håndboldlandshold_(herrer)'];['Maltas håndboldlandshold for mænd er det mandlige landshold i håndbold for Malta. Det repræsenterer landet i internationale håndboldturneringer. De reguleres af Maltas håndboldforbund. Landsholdets, spillere bliver udvalgt fra landets fire håndboldhold.'];Supported
3116;Carl August Nielsen skrev meget musik.;['Carl_Nielsen'];['Carl August Nielsen (9. juni 1865 i Sortelung, Nørre Lyndelse, på Fyn – 3. oktober 1931 i København) var en dansk komponist og dirigent. Han skrev seks symfonier, tre koncerter for hhv. violin, fløjte, klarinet og orkester, to operaer, seks strygekvartetter og anden kammermusik samt flere hundrede sange og andre vokalværker (kantater).'];Supported
573;James Stuart døde i februar 1788.;['James_Stuart_(arkitekt)'];['James Stuart (født 1713 i London, død 2. februar 1788 sammesteds) var en engelsk arkitekt.'];Supported
3114;En harmonikas toner kommer fra invendige metalblades vibrationer sat i gang af lufttryk, der dannes med en blæsebælg.;['Harmonika'];"['En harmonika (spillet af en ""harmonikaspiller"") er et musikinstrument, der klassificeres som et tungeinstrument. Dets toner kommer fra invendige metalblades vibrationer sat i gang af lufttryk, der dannes med en blæsebælg. Der findes flere forskellige typer af harmonikaer. En enkelt har sit eget egennavn, akkordeonet (spillet af en ""akkordeonist"").']";Supported
